title,subtitle,raw_text,url,id,mode,location,price,details,eligibility,active,reviewed,reviewed_at,enhanced_description,valid_url,pending,application_due_dates,program_dates,grade_level
Captured in Clay,Emory,"Have you ever stopped to look at a work of art and wondered about the person depicted in it? Led by ceramicist Savannah O'Leary, campers will use the works in the Carlos Museum as a starting point to think about what a portrait can be. Campers will create individual portrait vessels and as well as a collaborative piece using traditional hand-building methods like pinch pots, coiling, and slabs.",https://carlos.emory.edu/calendar?trumbaEmbed=view%3Devent%26eventid%3D171607996,a2ddee09-1f50-4adb-bbe9-46842f226dc2,"[""In-Person""]","[""Georgia""]","[""Paid""]","[""Program"",""Art"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
SRMP,American Museum,The Science Research Mentoring Program (SRMP) at the American Museum of Natural History is an opportunity for New York City high school students to conduct one year (August–June) of scientific research with Museum scientists.,https://www.amnh.org/learn-teach/teens/science-research-mentoring-program,a2f4ba27-ec89-4cfc-ad9f-02077a698b5a,"[""In-Person""]","[""New York""]","[""Free""]","[""Internship"",""Humanities"",""Private""]","[""Domestic Students""]",true,false,,,false,false,[],[],[]
Neuroscience Program,Rockefeller,"The Summer Neuroscience Program (SNP) is a two-week course for NYC public high schoolers led by Rockefeller graduate students. Participants take a look at ongoing neuroscience research in an effort to understand how the brain works and how it relates to our daily life. We aim to introduce students to modern neuroscience, while empowering them to explore in their own unique ways the mysteries that remain.",https://www.rockefeller.edu/outreach/snp/,a2ff66a9-3415-49e7-b4f5-1146f6196609,"[""In-Person""]","[""New York""]","[""Free""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Tufts University,Teachers and High School Students Program (TAHSS),This program offers high school students the opportunity to engage in hands-on learning experiences in medicine and health care. Participants will explore various topics and gain insights into the medical field through interactive sessions and mentorship from professionals.,https://medicine.tufts.edu/local-global-engagement/pathway-programs/teachers-and-high-school-students-program-tahss,a315bfa1-8159-4298-94ae-9ec6bba269b8,"[""In-Person""]","[""Massachusetts""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
University of North Texas,UNT AI Summer Research Program,The UNT AI Summer Research Program offers high school students the opportunity to engage in hands-on research projects in artificial intelligence. Participants will work closely with faculty mentors and gain valuable experience in the field while developing their skills and knowledge in a collaborative environment.,https://ai.unt.edu/unt-ai-summer-research-program,a3a999fa-6898-49f4-b547-140b7ae3183b,"[""In-Person""]","[""Texas""]","[""Free""]","[""Research"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Summer Research Program,Fermilab QuarkNet,QuarkNet offers summer research opportunities in science and technology for students who have demonstrated a strong interest in and aptitude for science and mathematics. Students work with scientists for seven weeks on projects related to the Fermilab research program.,https://internships.fnal.gov/quarknet-summer-research-program/,a3ca29f6-2c52-497c-93cf-588af1b44005,"[""In-Person""]","[""Illinois""]","[""Free""]","[""Program"",""STEM"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
Solve For Tomorrow,Samsung,Samsung's Solve for Tomorrow competition encourages high school students to develop innovative solutions to address community issues using STEM principles. Participants work on projects that tackle real-world problems and present their solutions to judges. The competition aims to foster creativity and problem-solving skills among students. Winners receive prizes and recognition for their contributions to STEM and community improvement. The contest supports the development of future leaders in technology and innovation.,https://www.samsung.com/us/solvefortomorrow/,a47484ce-74ac-4013-af1b-ce827c6867f6,"[""Remote""]","[""All States""]","[""Free""]","[""Competition"",""STEM"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
CURE Internship,UCSF,"The CURE Internship is a paid opportunity for high school juniors underrepresented in health careers to spend two months at UCSF supporting various types of research with the primary objectives of: Immersing promising high school juniors in career opportunities across the spectrum of research, including basic, clinical, behavioral, and population sciences; Providing positive training and support for participating students so they will declare a major aligned with biomedical research and seriously consider research as a career option. The CURE program provides high school students with an exceptional scientific, health and medical environment to further their career interests, as well as college application preparation and academic and professional development.",https://cseo.ucsf.edu/cure-internship,a474b733-f46e-4bb2-946d-5cd50f2226ed,"[""In-Person""]","[""California""]","[""Paid""]","[""Internship"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Emergent Quantum Materials and Technologies,YNS,"High schoolers (grades 9-12) can attend YNS summer camps -OR- apply to be a High School Researcher*. YNS High School Camps take place in Nebraska college laboratories with small groups and experiments for hands-on aspects of science with in-depth experiences. Each summer a few high school students are chosen for paid positions as High School Researchers: working with science teams at Nebraska campuses. These experiences are ideal for exposure to real-life STEM job experiences, and look great on your college applications.","https://yns.nebraska.edu/gain-hands-on-experience-in-stem/apply ",a4ad2f10-246d-4482-8214-c63318726dd6,"[""In-Person""]","[""Nebraska""]","[""Free""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
The Emerson Prize,The Concord Review,"We need the best history papers we can find, and we welcome a chance to consider your best work. Essays are accepted on a ""rolling admissions” basis and are eligible for the next four issues of the journal. Deadlines to be considered for specific issues are August 1 (Winter), November 1 (Spring), February 1 (Summer) and May 1 (Fall). We are frequently asked what types of papers we look for and are most likely to publish. There is no set criteria for this, but here are a few suggestions: 1) Having an interesting and informative topic that readers will learn something from. 2) Writing in an engaging and clear manner that will make your paper easy and enjoyable to read and 3) Having a substantial bibliography showing that you have done abundant research and using many of these sources in your paper through your endnotes. Even if your work does not get immediately published (we only publish around 5% of essays we receive), we always suggest to students who are applying to college in the near future that they include on their college application that they submitted a paper to The Concord Review (include the title and the length of the paper) and that it is still being considered for publication. We have been around since 1987 so many college admissions officers are familiar with our work, and realize that any student submitting a paper to TCR is serious about their academic work and would do well in college.",https://www.tcr.org/page-1826185,a4b34ef8-dd7a-4bac-ac22-4d78e4a091a9,"[""Remote""]","[""All States""]","[""Free""]","[""Competition"",""Humanities"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
SVRA Research and Data Analysis Intern,IALR,"The Institute for Advanced Learning and Research (IALR) offers an annual summer internship program to provide meaningful on-the-job training. The internship program provides real-world leadership development experiences in diverse career fields such as research and data analysis, public relations, human resources, AgTech research, coding and robotics, information technology and more. Candidates for IALR internships must be: a high school graduate with plans to attend college in fall of 2024; an undergraduate or graduate level college student; OR a recent college graduate, within the last 12 months.",https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=145423&clientkey=05218E67AA2712040B2125045BE31810,a51bad03-2a45-48b5-9187-3066b4223c59,"[""In-Person""]","[""Virginia""]","[""Free""]","[""Internship"",""Mixed"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
Research Scholars Program,SanfordHealth,"This unique 10-week research internship offers a total-immersion experience in real-time laboratory research at Sanford for motivated high school students with an aptitude for biomedical sciences. Work alongside scientists as part of the research team, connect with peers through in-house scientific interest groups, and present your work as a scientific poster at the Sanford Research Symposium. PROMISE Scholars earn 3 undergraduate elective-credits at the University of South Dakota (BIOC192) and are awarded a $2,500 scholarship.",https://research.sanfordhealth.org/academic-programs/k-12-programs,a54cade5-0601-4eef-a241-afc5de333242,"[""In-Person""]","[""South Dakota""]","[""Free""]","[""Program"",""Medicine"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
Utah Entrepreneur Challenge,Lassonde,"The Lassonde Entrepreneur Institute's High School Entrepreneurial Competition invites students to develop and pitch innovative business ideas. Participants work on creating viable business plans and receive feedback from experienced entrepreneurs and industry professionals. The competition aims to foster entrepreneurship and provide students with opportunities to showcase their ideas and skills. It offers mentorship, resources, and potential investment to support student ventures. The competition promotes creativity and business acumen among high school students.",https://lassonde.utah.edu/hsuec/,a5b17515-8d0d-4ce7-9bd6-5bc67f3c0c6b,"[""Remote""]","[""Utah""]","[""Free""]","[""Competition"",""Business"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Shadow Program,Stanford IFSS,"Hosted each summer, the focus of the Inspiring Future Scientists Through Shadowing (IFSS) program is to provide rising high school juniors and seniors who are at least 16 years of age by the start of the program (no exceptions can be made to the age cut-off) with the opportunity to learn more about cutting-edge chemical research. Throughout the two-week program, participants will observe and converse with a number of different graduate students in the chemistry department. There are many different types of research, therefore shadowing a couple of different researchers will allow you the chance to learn broadly about a wide array of scientific topics and techniques.",https://chemistry.stanford.edu/outreach/community-outreach/shadow-program-high-school-students,a5c78536-74e4-44f4-a089-a201db63b57f,"[""In-Person""]","[""California""]","[""Free""]","[""Program"",""Chemistry"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Mercer University,Pharmacy Scholars Summer Program,This summer program offers high school students an opportunity to explore the field of pharmacy through hands-on experiences and educational sessions. Participants will engage with faculty and current pharmacy students while learning about the profession and the admissions process for pharmacy school.,https://pharmacy.mercer.edu/admissions/pharmacy-scholars-summer-program/,a5fce960-36f7-48d1-bd80-99f035cef86a,"[""In-Person""]","[""Georgia""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
MedAcademy,UCI,UCI MedAcademy is a five-day experience designed to introduce high school students to medical careers and broaden students’ understanding of the healthcare field. UCI MedAcademy is open to high school students (including 2023 graduates) ages 15-19. Participants must be at least 15 years of age by the first day of the session they plan to attend.,https://medschool.uci.edu/education/summer-programs/education-summer-programs-uci-medacademy,a6fb585e-1590-43b3-84a7-69305a99dfab,"[""In-Person""]","[""California""]","[""Paid""]","[""Program"",""Medicine"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Pre-Collegiate University-Level Online Math & Physics,Stanford University,"Skip to main content
Home
 Menu
About
Mathematics
Physics
Dates and Tuition
Financial Aid
Questions?
Apply
Explore Stanford Pre-Collegiate Studies
Learn about Stanford Online High School
Breadcrumb
Home  Mathematics
 Mathematics ULO
Mathematics
We offer nine advanced, rigorous mathematics courses. These courses were originally designed to match the Stanford Mathematics Department's curriculum. All mathematics courses require prerequisites to help ensure student success.
Prerequisites

The flowchart below outlines what course(s) students should begin with. In order to enroll in a course, students must satisfy the given prerequisites or the equivalent.

ulo-prereq
Courses

Multivariable Differential Calculus (XM521)

Differential calculus for functions of two or more variables. Topics: vectors and vector-valued functions in 2-space and 3-space, tangent and normal vectors, curvature, functions of two or more variables, partial derivatives and differentiability, directional derivatives and gradients, maxima and minima, optimization using Lagrange multipliers.

Prerequisites: Calculus AB, BC (or Calc I, II) or equivalent.
Required text: Calculus: A New Horizon, 6th edition (or later).

Multivariable Integral Calculus (XM522)

Integral calculus for functions of two or more variables. Topics: double and triple integrals, change of variables and the Jacobian, vector fields, line integrals, independence of path and the fundamental theorem of line integrals, Green's theorem, divergence theorem, and Stokes' theorem.

Prerequisites: Multivariable Differential Calculus or equivalent.
Required text: Calculus: A New Horizon, 6th edition (or later).

Linear Algebra (XM511)

An introductory course in Linear Algebra. Topics: matrices, linear equations, vector spaces, bases, coordinates, linear transformations, eigenvectors, eigenvalues, and diagonalization.

Prerequisites: Calculus AB, BC or equivalent.
Required text: Linear Algebra, Bronson.

Modern Algebra (XM609)*

Theory of abstract algebra, with particular emphasis on applications involving symmetry. Topics: groups, quotient groups, symmetry groups in three dimensions, Pólya-Burnside method, rings and fields, polynomial and Euclidean rings, quotient rings, field extensions, and geometrical constructions.

Prerequisites: Multivariable Calculus, Linear Algebra or equivalent.
Required text: Modern Algebra and Applications, Gilbert.

*Only offered in Fall and Spring terms

Real Analysis (XM615)

Theory of functions of a real variable. Topics: sequences, series, limits, continuity, uniform continuity, sequences and series of functions, uniform convergence, differentiation.

Prerequisites: Calculus, Linear Algebra or equivalent. [Proof-writing experience is desirable.]
Required text: Elementary Analysis: The Theory of Calculus, K. Ross.

Complex Analysis (XM606)*

Theory of differentiation and integration of complex functions. Topics: algebra of complex numbers, complex functions, multi-valued functions, exponentials, logarithms, analyticity, integrals, power series, Laurent series, residues, isolated singularities, poles and zeros.

Prerequisites: Calculus, Real Analysis, Linear Algebra or equivalent.
Required text: Complex Variables and Applications, Brown and Churchill.

*Only offered in Fall and Spring terms

Differential Equations (XM531)

Basic techniques and methods for solving ordinary differential equations. Topics: linear, separable, and exact equations, existence and uniqueness theorems, difference equations, basic theory of higher order equations, variation of parameters, undetermined coefficients, series solutions, Laplace transform, systems of equations.

Prerequisites: Multivariable Differential Calculus, Linear Algebra or equivalent.
Required text: Elementary Differential Equations, Boyce and DiPrima, 6th edition (or later).

Partial Differential Equations (XM631)*

Theory of differential equations involving functions of more than one variable. Topics: first order equations, classification of second order equations, initial-boundary value problems for heat equation, wave and related equations, separation of variables, eigenvalue problems, Fourier series, existence and uniqueness questions.

Prerequisites: Multivariable Calculus, Linear Algebra, Differential Equations, Real Analysis, Complex Analysis or equivalent.
Required text: Partial Differential Equations, An Introduction, W. Strauss.

*Only offered in Fall and Spring terms

Number Theory (XM452)

Introduction to number theory and its applications. Topics: Euclid's algorithm, divisibility, prime numbers, congruence of numbers, theorems of Fermat, Euler, Wilson, Lagrange's theorem; residues of power, quadratic residues; magic squares; continued fractions; Diophantine equations; quadratic fields and quadratic integers.

Prerequisites: Precalculus or equivalent. [Proof-writing experience, participation in math competitions are desirable.]
Required text: An Introduction to Number Theory, Stark.

WHO WE ARE
Footer logo
Explore Stanford Pre-Collegiate Studies
CONTACT INFO

University Level Online
Academy Hall  Floor 2 8853
415 Broadway
Redwood City, CA 94063

CONTACT US

 
NAVIGATE

Contact Us
Dates and Tuition
Apply to Stanford ULO
Financial Aid
 Footer logo
Stanford Home
 
Maps & Directions
 
Search Stanford
 
Emergency Info
 
Terms of Use
 
Privacy
 
Copyright
 
Trademarks
 
Non-discrimination
 
Accessibility
 
© Stanford University. Stanford, California 94305.

Skip to main content
Home
 Menu
About
Mathematics
Physics
Dates and Tuition
Financial Aid
Questions?
Apply
Explore Stanford Pre-Collegiate Studies
Learn about Stanford Online High School
Breadcrumb
Home  Physics
 Physics ulo
Physics
We offer four advanced physics courses that were originally designed to match the Stanford Physics curriculum. These courses have mandatory prerequisites both in physics as well as mathematics. These prerequisites help ensure student success.
Prerequisites

The flowchart below outlines what course(s) students should begin with. In order to enroll in a course, students must satisfy the given prerequisites or the equivalent.

 Physics Course Map
Courses

Light and Heat (XP645)

An introduction to optics and thermodynamics. Topics: temperature, properties of matter, introduction to the kinetic theory of matter, light and electromagnetic waves, reflection and refraction of light, lens systems, interference and diffraction.

Prerequisites: AP Physics C: Electricity and Magnetism, AP Calculus AB, BC, or equivalent.
Required text: Physics; For Scientists and Engineers. P. Tipler, 5th, 6th or Fundamentals of Physics, Halliday, Resnick, 7th or later.

Modern Physics (XP670)

An introduction to the two pillars of modern physics. Special relativity and an introduction to general relativity, experimental basis of quantum theory, quantization of light, Hilbert space structure of qubits, multiparticle states, entangled states, incompatible observables, Bell inequalities, introduction to quantum information and quantum computing, Schrödinger equation.

Prerequisites: Light and Heat and Multivariable Differential Calculus, and Linear Algebra as corequisite.
Required text: Spacetime Physics, J. Wheeler, E. Taylor, 2nd; Quantum Mechanics, L. Susskind; Six Quantum Pieces, V. Scarani.

Intermediate Mechanics I (XP710)*

Intermediate Mechanics covers much of what is generally covered in an upper division university mechanics course. The course is a sophisticated treatment of the mechanics of particles and systems. Tensors, vector calculus, Newtonian laws of mechanics and gravitation, oscillations, Green's functions, calculus of variations, Lagrangian mechanics, orbits, and physics in rotating frames of reference.

Prerequisites: Modern Physics & Differential Equations.
Required text: Classical Dynamics; Of Particles and Systems, S. Thornton, J. Marion, 4th or later.

*Only offered in Fall and Spring terms

Intermediate Mechanics II (XP711)*

Intermediate Mechanics covers much of what is generally covered in an upper division university mechanics course. The course is a sophisticated treatment of the mechanics of particles and systems. Rigid body dynamics, oscillating systems, Hamilton's principle for continuous systems, waves, general wave equation, and fluid dynamics.

Prerequisites: Intermediate Mechanics I.
Required text: Classical Dynamics; Of Particles and Systems, S. Thornton, J. Marion, 4th or later.

*Only offered in Fall and Spring terms

Physics FAQ
XP710/XP711 Intermediate Mechanics
Show
XP645 Light and Heat
Show
XP670 Modern Physics
Show
WHO WE ARE
Footer logo
Explore Stanford Pre-Collegiate Studies
CONTACT INFO

University Level Online
Academy Hall  Floor 2 8853
415 Broadway
Redwood City, CA 94063

CONTACT US

 
NAVIGATE

Contact Us
Dates and Tuition
Apply to Stanford ULO
Financial Aid
 Footer logo
Stanford Home
 
Maps & Directions
 
Search Stanford
 
Emergency Info
 
Terms of Use
 
Privacy
 
Copyright
 
Trademarks
 
Non-discrimination
 
Accessibility
 
© Stanford University. Stanford, California 94305.",https://ulo.stanford.edu,a705446a-7da3-4683-a6ad-1aede337b611,[],[],[],"[""Mathematics""]",[],true,false,,"Stanford Pre-Collegiate Studies offers University Level Online (ULO) courses in advanced mathematics and physics, featuring a curriculum originally designed to match Stanford University’s own academic standards. The mathematics track includes nine rigorous options such as Multivariable Calculus, Linear Algebra, Real Analysis, and Number Theory, while the physics track consists of four advanced courses including Light and Heat, Modern Physics, and Intermediate Mechanics. To ensure student success, all participants must satisfy specific prerequisites and obtain required textbooks, with some specialized courses available exclusively during the fall and spring terms. Interested students can apply for the program through the official portal and may also seek financial aid to support their enrollment in these high-level academic offerings.",true,false,"[{""label"":""Financial Aid Deadline"",""due_date"":""2025-12-03""},{""label"":""Application Deadline"",""due_date"":""2026-01-05""}]",[],[]
High School Internship,CLA,"Looking to explore the world of business, professional services, or accounting and gain hands-on experience with real projects and clients? Discover your passions and pave the way for your future career with CLA’s high school internship program. Designed for students aged 16 to 18, this summer internship provides the opportunity to develop new skills, understand your strengths, and get paid for your hard work. Internship opportunities are available in select locations nationwide starting in June.",https://www.claconnect.com/en/careers/high-school-internship#learn-more,a78e5c10-fc98-4bde-81be-a8cde5e95ecc,"[""In-Person""]","[""All States""]","[""Free""]","[""Internship"",""Business"",""Private""]","[""Domestic Students""]",true,false,,,false,false,[],[],[]
AMC 8,MAA,"AMC 8

The AMC 8 is a great way to introduce younger students to mathematical problem-solving beyond the standard school curriculum. Students who enjoy the AMC 8 may want to continue with the AMC 10 and AMC 12 in later years.

Description: The AMC 8 is a 25-question, 40-minute competition designed for students in grade 8 and below. The competition focuses on middle school mathematics topics, including counting and probability, estimation, proportional reasoning, elementary geometry (including the Pythagorean Theorem), spatial visualization, and interpreting graphs and tables. Some of the later questions may touch on beginning algebra topics, such as linear or quadratic functions and coordinate geometry.

For: Middle school students in grades 8 and below, with a maximum age of under 15.5 years on the day of the competition.

When: Annually in January over the course of a week. Students may only take the AMC 8 once each year.",https://maa.org/amcreg/,a7e39ac0-e481-4d98-bf78-7b6483b591c8,"[""Remote""]","[""All States""]","[""Free"",""Registration Fee""]","[""Competition"",""Mathematics""]","[""Domestic Students""]",true,true,2026-01-05 19:13:23.723+00,"The AMC 8 is a mathematical competition designed for students in grade 8 and below who are under 15.5 years of age, serving as an introduction to problem-solving beyond the standard school curriculum. This 25-question, 40-minute assessment allows participants to compete once annually and acts as a foundation for those interested in pursuing the AMC 10 and AMC 12 in later years. The competition covers a broad range of middle school mathematics, including counting and probability, estimation, proportional reasoning, elementary geometry, spatial visualization, and the interpretation of graphs and tables. More challenging questions may also incorporate beginning algebra topics such as linear or quadratic functions and coordinate geometry.",true,false,"[{""label"":""Early Bird"",""due_date"":""2025-10-28""},{""label"":""Regular"",""due_date"":""2026-01-02""},{""label"":""Late"",""due_date"":""2026-01-15""}]","[{""label"":""AMC 8 Competition Dates"",""end_date"":""2026-01-28"",""start_date"":""2026-01-22""}]",
Georgia Tech,IPAT Research Program,The IPAT Research Program offers undergraduate students the opportunity to engage in research projects related to the intersection of technology and society. Participants will work closely with faculty mentors and gain valuable research experience while contributing to innovative projects that address real-world challenges.,https://research.gatech.edu/ipat/students,a8280d3f-0fa7-4a80-8c36-2a86544bf47c,"[""In-Person""]","[""Georgia""]","[""Free""]","[""Research"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
UCSF,BAY Area Youth Science (BAYS),BAYS is a summer science program for high school students interested in exploring the field of biomedical science. Participants engage in hands-on research projects and learn from leading scientists. The program aims to inspire future careers in science and medicine through immersive experiences and mentorship.,https://pharm.ucsf.edu/bays,a83c5acc-0eaa-4fcf-b68e-e37c0ff40027,"[""In-Person""]","[""California""]","[""Free""]","[""Program"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Global Youth Program - Moneyball: Training Camp,University of Pennsylvania Wharton,"Wharton Moneyball Training Camp is a one-week, online program broadly introducing students to statistics through a sports lens. Hosted by the Wharton School of the University of Pennsylvania and the Wharton Sports Analytics and Business Initiative (WSABI), the Wharton Moneyball Training Camp welcomes talented students intrigued by statistics. Students applying to this program should have strong math skills and an interest in sports. 

The summer experience serves as an entrée into the sports statistics world as it is not heavily focused on computing but rather the fundamental principles of sports statistics. By the end of the program, students will better understand sports analyses in articles they may read, and will create their own sports analysis project, which may be featured in the Wharton Sports Analytics Journal. Wharton Professor Adi Wyner and guest faculty in conjunction with PhD students teach the program. 

Key themes and topics: 

Fundamentals of Statistics: data wisdom, histograms, box plots, quantiles, contingency tables, confounding factors, and the Empirical Rule. 
Regression and Relationships: scatter plots, correlation, regression lines, and avoiding the regression fallacy. 
Probability and Decision-Making: probability basics using examples from sports and betting. 
Students finish with hands-on experience using statistics and R programming to analyze sports data and communicate results effectively. 

Following the completion of the Moneyball Academy: Training Camp, many students go on to attend a future session of the three-week Moneyball Academy for a deeper dive into sports analytics.",https://globalyouth.wharton.upenn.edu/programs-courses/moneyball-training-camp/,a8ea66a4-40d1-4dc2-a5d6-ce77eb5717a3,"[""Remote""]","[""Pennsylvania""]","[""Paid""]","[""Business"",""University""]","[""International Students"",""Domestic Students""]",true,true,2026-01-06 19:58:32.579+00,"The Wharton Moneyball Training Camp is a one-week online program hosted by the Wharton School of the University of Pennsylvania and the Wharton Sports Analytics and Business Initiative (WSABI) that introduces students to statistics through a sports lens. Designed for talented students with strong math skills and a passion for sports, the curriculum focuses on fundamental principles such as data wisdom, regression, and probability basics while providing hands-on experience with R programming to analyze sports data. Led by Professor Adi Wyner alongside guest faculty and PhD students, the program culminates in a sports analysis project that may be featured in the Wharton Sports Analytics Journal, often serving as a foundational experience for those planning to attend the more intensive three-week Moneyball Academy.",true,false,"[{""label"":""Priority deadline"",""due_date"":""2026-01-28""}]","[{""label"":""Session 1"",""end_date"":""2026-06-26"",""start_date"":""2026-06-22""},{""label"":""Session 2"",""end_date"":""2026-07-17"",""start_date"":""2026-07-16""}]","[""Sophomore"",""Junior"",""Freshman"",""Senior""]"
CAMINOS: Your Journey to College,NCSU,"CAMINOS: Your Journey to College is a pre-college program for rising high school juniors and seniors that focuses on three key components: exposure to the college academic environment, preparation for the college application and financial aid process and establishment of a strong sense of community through peer engagement and near-peer mentorship. Participating in one of our pre-college programs is a year-long commitment. Beginning with the week-long on-campus summer component, students will continue to engage with program staff, peers and campus partners through a series of on-campus and virtual events throughout the year. While the programming and cultural exploration is geared towards students who identify as Hispanic or Latino, all students are welcome to apply.",https://apply.ncsu.edu/register/precollege-program,a935e91d-8e78-43bf-8b8f-acde0d905bdb,"[""In-Person""]","[""North Carolina""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
High School Camp,UNL,"The college offers an exciting, interactive summer high school camp: the Career Explorations in Architecture, Interior Design and Landscape Architecture Workshop. This camp offers a unique experience to investigate issues surrounding design, learn more about the design professions and what it's like to be a college student.",https://architecture.unl.edu/high-school-camp,a9672d7d-2899-4a0f-ad1c-261a9483579c,"[""In-Person""]","[""Nebraska""]","[""Paid""]","[""Program"",""Art"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Indigo,,,https://www.indigoresearch.org/?utm_source=p_search&utm_medium=ga_ppc&utm_campaign=US_indigo_2025-10-12_search-eng_brand_contact&utm_term=Brand_indigo%20research%20program_g_c_Cj0KCQiAgvPKBhCxARIsAOlK_Ep22sPffHreK6r8wnP9POCmdeLRYyEFaehFEEkswfUB3aDzTaEyx7saAl0XEALw_wcB&utm_content=_778523787054_Cj0KCQiAgvPKBhCxARIsAOlK_Ep22sPffHreK6r8wnP9POCmdeLRYyEFaehFEEkswfUB3aDzTaEyx7saAl0XEALw_wcB&gclid=Cj0KCQiAgvPKBhCxARIsAOlK_Ep22sPffHreK6r8wnP9POCmdeLRYyEFaehFEEkswfUB3aDzTaEyx7saAl0XEALw_wcB&gad_source=1&gad_campaignid=23117779340&gbraid=0AAAAADLRF7w1P41QV1xPaMFEfE4qZil0t,a981711b-73ee-4f53-b1aa-1cb98291beb4,[],[],[],[],[],true,false,,,true,true,[],[],[]
Berkeley Math Tournament,UC Berkeley,"The Berkeley Math Tournament is a high school math competition hosted by the University of California, Berkeley. Participants solve challenging math problems individually and in teams. The tournament aims to enhance mathematical problem-solving skills and promote collaboration. Winners receive recognition and awards for their achievements. The event supports the development of advanced mathematical abilities and teamwork.",https://berkeley.mt/,a9902806-c028-4a9d-93f4-9eb09a20b4c2,"[""Remote""]","[""California""]","[""Free""]","[""Competition"",""Mathematics"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,true,false,[],[],
